text,tags
FS-BL1-SCM-205 - Notification for Emergency Night Shift Reservation.docm,"['SCM', 'Functional Specification']"
FS_BL1_FI_054 - Stop Invoice posting if the stock is in Quality.doc,"['FI', 'Functional Specification']"
FS_PP_BL1-PP-001- Production order settlement against cost center.docm,"['PP', 'ABAP', 'WRICEF', 'Functional Specification']"
FS_PP_BL1-PP-003- PIR creation using excel file (1).docx,"['PP', 'Functional Specification']"
FS_QM_BL1-QM-001 - Notification during Inspection Lot creation after Goods Receipt.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-002 - Notification during Inspection Lot Acceptance.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-003 - Notification during Inspection Lot Rejection.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-004 - Mandatory Fields during Inspection Lot Rejection.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-006- Auto-generation of Inspection Plans.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-007 - Usage Decision Reversal.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-008-Report for Inspection Lots.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-009Mass extension of QM view               .docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-010 - Reminder to the Inspection Team.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-011- Mandatory Fields during partial rejection.docm,"['QM', 'Functional Specification']"
FS_QM_BL1-QM-014 - Quality score based on Stock posting.docm,"['QM', 'Functional Specification']"
FUNCTION ZMM_QLTY_UPDATE.txt,"['ABAP', 'WRICEF']"
FUNCTION z_qfoa_mail_sending_standard.txt,"['ABAP', 'WRICEF']"
FUNCTION zsd_nomac_logo_fm.txt,"['ABAP', 'WRICEF']"
FUNCTION zz_qfoa_mail_sending_standard.txt,"['ABAP', 'WRICEF']"
MV45A_ZZASSIGN_INPUTO01.txt,"['ABAP', 'WRICEF']"
MV45A_ZZASSIGN_OUTPUTI01.txt,"['ABAP', 'WRICEF']"
NOMAC BL1-PP-012 Report for inspection lots-2 - Technical Specification.docx,"['PP', 'Technical Specification']"
NOMAC BL1_AM_034 Reservation Form.docx,['WRICEF']
NOMAC BL1_SD_002 Sales Assignment DropDown List TS Document.docx,['SD']
NOMAC BL5_SD_005 Form for Proforma Invoice - Technical Specification.docx,"['SD', 'Technical Specification']"
NOMAC FI_FRS_BL1_FI_054_Iinvoice Advice After Quality Inspection.docx,"['FRS', 'FI']"
NOMAC FI_FS_BL1_FI_999_Personal number.docm,"['FI', 'Functional Specification']"
NOMAC S4 HANA Integration Master.xlsx,['Master Data']
NOMAC- BL1-AM-037 - Equipment Master Update Technical Specification.docx,['Technical Specification']
NOMAC- BL1-AM-037 - WorkOrder status update Technical Specification.docx,['Technical Specification']
NOMAC- BL1_FI_044 - APP Workflow Technical Specification.docx,['Technical Specification']
NOMAC- BL1_FI_044 - Kyriba approval Report Technical Specification.docx,['Technical Specification']
NOMAC-TS-BL1-PP-001 Settlement against cost center.docx,"['PP', 'Technical Specification']"
NOMAC-TS-BL1-PP-003 - PIR creation using Excel File.DOC,"['PP', 'Technical Specification']"
NOMAC-TS-BL1-PS-002 Minor Outage Report.docx,['Technical Specification']
NOMAC-TS-BL1-PS-002 Minor Outage Report1.docx,['Technical Specification']
NOMAC-TS-BL1-PS-002 Minor Outage Report11.docx,['Technical Specification']
NOMAC-TS-BL1-PS-002 Minor Outage Report2.docx,['Technical Specification']
NOMAC-TS-BL1_AM_011 Catalog and code maintenance notification.docx,['Technical Specification']
NOMAC-TS-BL1_AM_012 Enhancement in Maintenance Order creation before Notification Release.docx,['Technical Specification']
NOMAC-TS-BL1_AM_021 Technical Completion after Confirmation of maintenance orders.docx,['Technical Specification']
NOMAC-TS-BL1_AM_031 - Synergi Create Notification.docx,['Technical Specification']
NOMAC-TS-BL1_AM_031 - Synergi Update Notification Status.docx,['Technical Specification']
NOMAC-TS-BL1_AM_035 Form for Maintenance Order - Job Card.docx,['Technical Specification']
NOMAC-TS-BL1_AM_036 Form for Warranty Notification.docx,['Technical Specification']
NOMAC-TS-BL1_AM_037 - Engica Update Functional Location.docx,['Technical Specification']
NOMAC-TS-BL1_AM_037 - Engica Update Work Order.docx,['Technical Specification']
NOMAC-TS-BL1_FI_031 - BPM Parked Invoice from VIIMS.docx,"['Technical Specification', 'FI']"
NOMAC-TS-BL1_FI_031 - BPM Payment Proposal.docx,"['Technical Specification', 'FI']"
NOMAC-TS-BL1_FI_031 - BPM Payment Status update.docx,"['Technical Specification', 'FI']"
NOMAC-TS-BL1_FI_031 - BPM Send Purchase Order.docx,"['Technical Specification', 'FI']"
NOMAC-TS-BL1_FI_031 - BPM Vendor Master Update.docx,"['Technical Specification', 'FI']"
NOMAC-TS-BL1_FI_052 - VIMS Park Invoice.docx,"['Technical Specification', 'FI']"
NOMAC-TS-BL1_FI_052 - VIMS Payment Status Update.docx,"['Technical Specification', 'FI']"
NOMAC-TS-BL1_FI_052 - VIMS Send Purchase Order.docx,"['Technical Specification', 'FI']"
NOMAC-TS-BL1_INT_007 - Employee Replication.docx,['Technical Specification']
NOMAC-TS-BL1_INT_007 - Payroll Integration.docx,['Technical Specification']
NOMAC-TS-BL1_PP_002 Mass Confirmation of production order with actual quantity of consumption using excel file (1).DOC,"['Technical Specification', 'PP']"
NOMAC-TS-BL1_PS_003 - Enhancement in Project Creation for Multiple Document Type and Product Type.docx,"['Technical Specification', 'QM']"
NOMAC-TS-BL1_QM-007 - Usage Decision Reversal.docx,"['Technical Specification', 'QM']"
NOMAC-TS-BL1_QM-008 - Report For Inspection Lots.docx,"['Technical Specification', 'QM']"
NOMAC_FI-BL1_FI_018-HFM Report-V02.doc,['FI']
NOMAC_FI_BL1_FI_024_Customer Auto Invoice Workflow.doc,['FI']
NOMAC_FI_BL1_FI_029- customer invoice arabic.docm,['FI']
NOMAC_FI_BL1_FI_045 - Vendor Advance Report.doc,['FI']
NOMAC_FI_BL1_FI_102 Journal Entry Workflow.docm,['FI']
NOMAC_FI_FRS_BL1_FI_007_Intercompany Transaction Enhancement.doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_022_AP and AR Ageing (1).doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_023_Customer Payment Term Enhancement.docx,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_039_DP against PO enhancement.doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_044_APP Workflow.docm,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_050_AP Reporting - PO number Enhancement.doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_053_SESGRN Reminder Enhancement.doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_090_Subdocument Types Enhancement.docx,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_117_UAE VAT Return enhancement.doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_121_UAE Compliance report (1).doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_170_DMS Screen enhancement.doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_171_MIR7 Screen enhancement.doc,"['FRS', 'FI']"
NOMAC_FI_FRS_BL1_FI_172_F-48 PO field Screen enhancement.doc,"['FRS', 'FI']"
NOMAC_FI_FRS_UAT_FI_178_F110 Payment advice generation.doc,"['FRS', 'FI']"
NOMAC_MM_BL1-SCM-076 PR form display.docm,"['MM', 'SCM']"
NOMAC_MM_BL1-SCM-079_Grouping Planned orders into one Purchase requisition.docm,"['MM', 'SCM']"
NOMAC_MM_BL1-SCM-127_Trigger output email to vendors upon PO release.docm,"['MM', 'SCM', 'Email']"
NOMAC_MM_BL1-SCM-144_PO delivery reminder.docm,"['MM', 'SCM']"
NOMAC_MM_BL1-SCM-172_Email notification requesting for PR approval.docm,"['MM', 'SCM', 'Email']"
NOMAC_MM_BL1-SCM-174(2)_Email notification requesting for PO approval.docm,"['MM', 'SCM', 'Email']"
NOMAC_MM_BL1-SCM-174_Email notification requesting for RFQ approval.docm,"['MM', 'SCM', 'Email']"
NOMAC_MM_BL1-SCM-176_Email notification requesting for Contracts.docm,"['MM', 'SCM', 'Email']"
NOMAC_MM_BL1-SCM-177_Email notification requesting for Service entry sheet.docm,"['MM', 'SCM', 'Email']"
NOMAC_MM_BL1-SCM-238_Attachment count against each Physical Inventory document (ZMM_PHINV_DOC).docm,"['MM', 'SCM']"
NOMAC_PM_BL1-AM-031_Maintenance Order with Plan and package.docm,['PM']
NOMAC_PM_BL1-AM-033_Report for Project  Company IP19.docm,['PM']
NOMAC_PM_BL1-AM-033_Report for Project  Company IP191.docm,['PM']
NOMAC_PM_CO_BL1-AM-024 Mass Upload of Measuring Documents1.docm,"['PM', 'CO']"
NOMAC_PM_ENH_BL1-AM-011 Catalog and Code in Maintenance Notification Mandatory.docm,['PM']
NOMAC_PM_ENH_BL1-AM-012 Maintenance Order Creation _Notification Release.docm,['PM']
NOMAC_PM_ENH_BL1-AM-013 Mail trigger for M1 & M2 Notification with P1 priority.docm,['PM']
NOMAC_PM_ENH_BL1-AM-018  RCA Notification in Background.docm,['PM']
NOMAC_PM_ENH_BL1-AM-019  Duplicate Restriction of KKS code in Equipment Master.docm,['PM']
NOMAC_PM_ENH_BL1-AM-020 Notification Creation for Condition Based Monitoring.docm,['PM']
NOMAC_PM_ENH_BL1-AM-021  Technical Completion Restriction Before Order Confirmation.docm,['PM']
NOMAC_PM_ENH_BL1-AM-022  KKS code in IW28 IW29.docm,['PM']
NOMAC_PM_ENH_BL1-AM-022  KKS code in IW38IW39.docm,['PM']
NOMAC_PM_ENH_BL1-AM-027  Refurbishment Material Popup during Order Completion.docm,['PM']
NOMAC_PM_ENH_BL1-AM-027  Refurbishment Material Popup during Order Completion1.docm,['PM']
NOMAC_PP_BL1-PP-001- Production order settlement against cost center.docm,['PP']
NOMAC_QM_BL1-QM-005 - Form for the Inspection result.docm,['QM']
NOMAC_QM_BL1-QM-006- Auto-generation of Inspection Plans.docm,['QM']
NOMAC_QM_BL1-QM-007 - Usage Decision Reversal.docm,['QM']
NOMAC_QM_BL1-QM-011 - Stop inspection lot creation for certain storage location.docm,['QM']
NOMAC_QM_BL1-QM-013-Mass Extension of QM View in the  Material Master.docm,"['QM', 'Master Data']"
Nomac-TS-BL1_QM_002 Notification during Inspection Lot Acceptance.docx,['QM']
Nomac-TS-BL1_QM_003 Notification during Inspection Lot Rejection.docx,['QM']
Nomac-TS-BL1_QM_004 Mandatory Fields during Inspection Lot Rejection.docx,['QM']
Nomac-TS-BL1_QM_011 Mandatory Fields during partial rejection.docx,['QM']
Nomac_SSB Document for BL1_FI_171_MIR7 Screen Enhancement.docx,['FI']
Nomac_SSB Document for BL1_FI_172_F-48 PO Field Screen Enhancement (1).docx,['FI']
Nomac_SSB Document for BL1_FI_172_F-48 PO Field Screen Enhancement.docx,['FI']
PM_BL1-AM-012_SSB.docx,['PM']
PM_BL1-AM-018_SSB.docx,['PM']
PM_BL1-AM-019_SSB.docx,['PM']
PM_BL1-AM-020_SSB.docx,['PM']
PM_BL1-AM-021_SSB.docx,['PM']
PM_BL1-AM-022_SSB.docx,['PM']
PM_BL1-AM-024_SSB.docx,['PM']
PM_BL1-AM-027_SSB.docx,['PM']
PM_BL1-AM-027_SSB1.docx,['PM']
PM_BL1-AM-033_SSB (1).docx,['PM']
PM_BL1-AM-033_SSB (1)1.docx,['PM']
PM_BL1-AM-033_SSB.docx,['PM']
PM_BL1-AM-033_SSB1.docx,['PM']
PM_Report_List.zip,['PM']
PM_SSB Document for BL1-AM-002.docx,"['PM', 'Solution Standardization']"
PM_SSB Document for BL1-AM-009 Confirmation Actual work field enhancement.docx,"['PM', 'Solution Standardization']"
PM_SSB Document for Engica BL1_AM_037.docx,"['PM', 'Solution Standardization']"
PM_SSB Document for Synergi BL1_AM_038.docx,"['PM', 'Solution Standardization']"
PP_SSB Document for BL1-PP-001.docx,"['PM', 'Solution Standardization']"
QM_SSB Document for BL1-QM-001.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1-QM-004.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1-QM-007.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1-QM-009.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1-QM-011.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1_QM_002.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1_QM_003.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1_QM_006.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1_QM_010.docx,"['QM', 'Solution Standardization']"
QM_SSB Document for BL1_QM_014.docx,"['QM', 'Solution Standardization']"
SAPMV45A screen8309.txt,"['ABAP', 'WRICEF']"
SD_DMR_MANAGES1.zip,['WRICEF']
SEGW ZPM_MINOR_OUTAGE_REPORT.docx,['WRICEF']
SEGW ZPM_RESERVATION_FORM.docx,['WRICEF']
SEGW ZQM_INSPECT.docx,['WRICEF']
SEGW ZSD_PROFORMA_INV.docx,['WRICEF']
SFPF_ZPM_RESERVATION_FORM.XML,['WRICEF']
SFPF_ZQM_INSPECT_LOT_FORM2.XML,['WRICEF']
SFPF_ZSD_PROFORMA_INV_FORM.XML,['WRICEF']
SFPI_ZPM_RESERVATION_INT.XML,['WRICEF']
SFPI_ZQM_INSPECT_LOT_INT.XML,['WRICEF']
SFPI_ZSD_PROFORMA_INV_INT.XML,['WRICEF']
SSB-MM-BL1-094.docx,['MM']
SSB-MM-BL1-SCM-047.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-055.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-056 Purchase Requisition_Mandatory approval process check .docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-062.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-072.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-103.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-108.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-154.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-157.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-203.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-205.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-217.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-218.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-237.docx,"['MM', 'SCM']"
SSB-MM-BL1-SCM-238.docx,"['MM', 'SCM']"
SSB-MM-BLM-SC1-036.docx,['MM']
SSB-MM-BLM-SC1-047(1).docx,['MM']
SSB-MM-BLM-SC1-057.docx,['MM']
SSB-MM-BLM-SC1-063.docx,['MM']
SSB-MM-BLM-SC1-070.docx,['MM']
SSB-MM-BLM-SC1-076.docx,['MM']
SSB-MM-BLM-SC1-077.docx,['MM']
SSB-MM-BLM-SC1-079.docx,['MM']
SSB-MM-BLM-SC1-126.docx,['MM']
SSB-MM-BLM-SC1-127.docx,['MM']
SSB-MM-BLM-SC1-143.docx,['MM']
SSB-MM-BLM-SC1-144.docx,['MM']
SSB-MM-BLM-SC1-145.docx,['MM']
SSB-MM-BLM-SC1-146.docx,['MM']
SSB-MM-BLM-SC1-152.docx,['MM']
SSB-MM-BLM-SC1-156.docx,['MM']
SSB-MM-BLM-SC1-172.docx,['MM']
SSB-MM-BLM-SC1-174.docx,['MM']
SSB-MM-BLM-SC1-176.docx,['MM']
SSB-MM-BLM-SC1-177.docx,['MM']
SSB-MM-BLM-SC1-184.docx,['MM']
SSB-PM-BL1-AM-011.docx,['PM']
SSB-PM-BL1-AM-013.docx,['PM']
SSB-SD-BL1-SD-002 .docx,['SD']
SSB_FI_DMS Attachment For FI Documents.docx,['FI']
SSB_MM_DMS for Physical Inventory documents.docx,['MM']
TS BL1-QM-014- Quality Score based on stock posting (1).docx,['QM']
TS PM_ENH_BL1-AM-019  Duplicate Restriction of KKS code in Equipment Master.docx,['PM']
TS QM-BL1-009 - Mass Extension of QM View in the  Material Master (ZMM50_QM).docx,"['QM', 'Master Data']"
TS QM_BL1-QM-005 - Form for the Inspection result.docx,['QM']
TS QM_BL1-QM-006- Auto-generation of Inspection Plans.docx,['QM']
TS QM_BL1-QM-010 - Reminder to the Inspection Team.docx,['QM']
ZCL_PP_MASS_PRD_ORDER_CONFIRM.txt,"['PP', 'WRICEF', 'ABAP']"
ZCL_ZIP19_REP.txt,"['WRICEF', 'ABAP']"
ZCL_ZPM_POPUP_ENH_CLS.txt,"['WRICEF', 'ABAP']"
ZFIAPARREP.zip,['WRICEF']
ZFIASSETCREATION.zip,['WRICEF']
ZFIUI5COMP.zip,['WRICEF']
ZFIVENINCPRC.zip,['WRICEF']
ZFI_PAYMENT_BLOCK_RELEASE_UI5 (4).zip,['WRICEF']
ZHFM_REP.zip,['WRICEF']
ZKQD_COPY_REFERENCE_FORM.txt,"['MM', 'ABAP', 'WRICEF']"
ZME2N.zip,['WRICEF']
ZMMEVALUATIONR2.zip,"['MM', 'ABAP', 'WRICEF']"
ZMM_AUTH_CHECK.zip,"['MM', 'ABAP', 'WRICEF']"
ZMM_INV_COUNT_REPORT.zip,"['MM', 'ABAP', 'WRICEF']"
ZMM_SOURCELIST_UPLOAD.txt,"['MM', 'ABAP', 'WRICEF']"
ZMM_SUPP_EVAL1_RPT.zip,"['MM', 'ABAP', 'WRICEF']"
ZPAYROLL_SUMM.zip,"['MM', 'ABAP', 'WRICEF']"
ZPM_DEFECT_NOTIF_FORM_AMDP_CLS.txt,"['PM', 'ABAP', 'WRICEF']"
ZPM_EQUIP_KKS_ENH_CLS.txt,"['PM', 'ABAP', 'WRICEF']"
ZPM_IP19.txt,"['PM', 'ABAP', 'WRICEF']"
ZPM_MAINT_ORDER_FORM_AMDP_CLS.txt,"['PM', 'ABAP', 'WRICEF']"
ZPM_NOTIF_ENH_CLS.txt,"['PM', 'ABAP', 'WRICEF']"
ZPM_RCA_NOTIFBG_018_ENH_CLS.txt,"['PM', 'ABAP', 'WRICEF']"
ZPP_MASS_PRD_ORDER_CONFIRM_REP.txt,"['PP', 'ABAP', 'WRICEF']"
ZPP_PIR_CREATION_UPLOAD.txt,"['PP', 'ABAP', 'WRICEF']"
ZPP_PRD_SETTLE_AGAINST_CC_BDC.txt,"['PP', 'ABAP', 'WRICEF']"
ZQM_INSP_REMINDER_REP.txt,"['QM', 'ABAP', 'WRICEF']"
ZQM_MATERIAL_EXTEND_QA08.txt,"['QM', 'ABAP', 'WRICEF']"
ZRQBAAM40.txt,"['ABAP', 'WRICEF']"
ZSDPROFORMAINV.zip,['WRICEF']
ZSMARTUI5S.zip,['WRICEF']
ZUI5APARSMART.zip,['WRICEF']
ZUI5BANKRECFORM.zip,['WRICEF']
ZUI5CASHRECFORM.zip,['WRICEF']
ZUI5CUSINVFORM.zip,['WRICEF']
ZUI5DEBITMEMO.zip,['WRICEF']
ZUI5Equipment.zip,['WRICEF']
ZUI5FIBPayForm.zip,['WRICEF']
ZUI5FICashPayForm.zip,['WRICEF']
ZUI5FIICTREPORT.zip,['WRICEF']
ZUI5FIJVFORM (1).zip,['WRICEF']
ZUI5FIJVFORM.zip,['WRICEF']
ZUI5FIVenInvoiceForm.zip,['WRICEF']
ZUI5FIVenPayForm.zip,['WRICEF']
ZUI5MinorReport.zip,['WRICEF']
ZUI5QMINSFORM.zip,['WRICEF']
ZUI5QMINSPECT.zip,['WRICEF']
ZUI5QMINSRFM.zip,['WRICEF']
ZUI5QMIREM.zip,['WRICEF']
ZUI5ResvForm.zip,['WRICEF']
ZUI5STORELABELRFM.zip,['WRICEF']
ZUI5_PM_MINOR_OUTAGE_FORM.zip,['WRICEF']
ZUI5euip.zip,['WRICEF']
ZUUI5QMINSREP.zip,['WRICEF']
ZXCOZU02.txt,"['ABAP', 'WRICEF']"
ZXWO1U03.txt,"['ABAP', 'WRICEF']"
ZXWOCU10.txt,"['ABAP', 'WRICEF']"
Z_RQEVAC50.txt,"['ABAP', 'WRICEF']"
class ZCL_IM_QM_INSPLOT_UPDATE.txt,"['QM', 'ABAP', 'WRICEF']"
class ZCL_IM_QM_MANDATEFIELD_IMP.txt,"['QM', 'ABAP', 'WRICEF']"
class ZCL_ZPM_MINOR_OUTAGE_R_DPC_EXT.txt,"['PM', 'ABAP', 'WRICEF']"
class ZCL_ZPM_RESERVATION_FO_DPC_EXT.txt,"['QM', 'ABAP', 'WRICEF']"
class ZCL_ZQM_INSPECT_DPC_EXT.txt,"['QM', 'ABAP', 'WRICEF']"
class ZCL_ZSD_PROFORMA_INV_DPC_EXT.txt,"['ABAP', 'WRICEF']"
class ZPM_WORKORDER_AUTH_CLS.txt,"['PM', 'ABAP', 'WRICEF']"
Project Charter_Orbit _V1.1 24 Sep 2022.pdf,['Project Charter Document']
Project Charter_Orbit _V1.1 24 Sep 2022.pdf,['Project Charter Document']
Project Orbit S4H_Data Migration Approach Workshop.pptx,['Workshop']
Project Orbit S4H_Data Migration Approach Workshop.pptx,['Workshop']
Project Orbit S4H_Data Migration Approach Workshop.pdf,['Workshop']
Project Orbit_FTS_SD_Workshop Report_Day 2_V1.0_26102022.docx,"['Workshop Report', 'FTS', 'SD']"
Project Orbit_FTS_SD_Workshop Report_Day3&4_V1.0_27&28102022.docx,"['Workshop Report', 'FTS', 'SD']"
Project Orbit_FTS_Workshop Report_SD_Day 1_V1.0_17102022.docx,"['Workshop Report', 'FTS', 'SD']"
Linon Enterprise structure_DAY 1 FICO workshop.xlsx,"['FICO', 'Workshop']"
Project Orbit_FTS_SD_Workshop Report_Day 6_V1.0_15112022.pdf,"['Workshop Report', 'FTS', 'SD']"
Project Orbit_FTS_SD_Workshop Report_Day 5_V1.0_15112022.pdf,"['Workshop Report', 'FTS', 'SD']"
Linon Enterprise structure_DAY 1 FICO workshop.xlsx,"['Workshop', 'FTS']"
Project_Orbit-SDD-BKK - Sales Order Fulfillment Monitoring_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-BKJ- Sales Order Processing with Customer Downpayment_V1.0_11302022.docx,['SDD']
Project_Orbit-SDD-BKZ-01-Sales Order Processing with Collective Billing _V1.1 12122022.docx,['SDD']
Project_Orbit-SDD-BDK-01-Sales Processing using Third-Party without Shipping Notification_V1.0_11302022.docx,['SDD']
Project_Orbit-SDD-BKN- Order to Cash Performance Monitoring_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-BKA-Free Goods Processing_V1.1_12092022.docx,['SDD']
Project_Orbit-SDD-I9I-02-Quantity Contract_V1.0_11292022.docx,['SDD']
Project_Orbit-SDD-ZS2-Basic Functions-V.0 11292022.docx,['SDD']
Project_Orbit-SDD-BKZ-02-Invoice List _V1.1 12122022.docx,['SDD']
Project_Orbit-SDD-ZS1-Enterprise Structure_V1.1 12062022.docx,['SDD']
Project_Orbit-SDD-1MX-01-Intercompany Sales Order Processing_V1.2_12142022.docx,['SDD']
Project_Orbit-SDD-1EZ-01 -Credit Memo Processing with approval process_V1.0 11292022.docx,['SDD']
Project_Orbit-SDD-1F1-01 - Debit Memo Processing with Various Order Reasons_V1.0 11292022.docx,['SDD']
Project_Orbit-SDD-1I9-Master Data Catalog for SAP S4 HANA_V1.0 11292022.docx,['SDD']
Project_Orbit-SDD-1B6 - Sales Rebate Processing_V1.0 12012022.docx,['SDD']
Project_Orbit-SDD-1O0 - Planning Apps for Sales_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-1BS - SAP Fiori Analytical Apps for Sales_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-1IU-Customer Consignment_V1.0 11282022.docx,['SDD']
Project_Orbit-SDD-2TT - Sales Commissions - External Sales Representative_V1.0 12012022.docx,['SDD']
Project_Orbit-SDD-2ET-Sales Order Processing with Non-Stock Material_V1.1_12122022.docx,['SDD']
Project_Orbit-SDD-BD9-01-Sell from Stock_Manual_V1.1_12082022.docx,['SDD']
Project_Orbit-SDD-BD3 - Sales Processing using Third-Party with Shipping Notification (YBAB)_V1.1_12092022.docx,['SDD']
Project_Orbit-SDD-BDA-01-Free Sample Order with approval process_V1.1 12122022.docx,['SDD']
Project_Orbit-SDD-31Q-Sales Order Processing with Kit Material_V1.2_12142022.docx,['SDD']
Project_Orbit-SDD-BD9-02-Sell from Stock_Interface_V1.2_12142022.docx,['SDD']
Project_Orbit-SDD-BD9-Sell from Stock_Reversals_V1.0_02122022.docx,['SDD']
Project_Orbit-SDD-BDH-Sales Order Processing with One time Customer_V1.1_12122022.docx,['SDD']
Project_Orbit-SDD-BDD-02-Replace Parts Orders Processing_V1.1 12122022.docx,['SDD']
Project_Orbit-SDD-BDK-01-Sales Processing using Third-Party without Shipping Notification_V1.0_11302022.docx,['SDD']
Project_Orbit-SDD-BDD-01 - Customer request for a Return_V1.0 11292022.docx,['SDD']
Project_Orbit-SDD-BKN- Order to Cash Performance Monitoring_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-BKA-Free Goods Processing_V1.1_12092022.docx,['SDD']
Project_Orbit-SDD-BKJ- Sales Order Processing with Customer Downpayment_V1.0_11302022.docx,['SDD']
Project_Orbit-SDD-BDK-01-Sales Processing using Third-Party without Shipping Notification_V1.0_11302022.docx,['SDD']
Project_Orbit-SDD-I9I-02-Quantity Contract_V1.0_11292022.docx,['SDD']
Project_Orbit-SDD-BKK - Sales Order Fulfillment Monitoring_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-BKZ-01-Sales Order Processing with Collective Billing _V1.1 12122022.docx,['SDD']
Project_Orbit-SDD-ZS1-Enterprise Structure_V1.1 12062022.docx,['SDD']
Project_Orbit-SDD-ZS2-Basic Functions-V.0 11292022.docx,['SDD']
Project_Orbit-SDD-BKZ-02-Invoice List _V1.1 12122022.docx,['SDD']
Project_Orbit-SDD-BDK-01-Sales Processing using Third-Party without Shipping Notification_V1.0_11302022.docx,['SDD']
Project_Orbit-SDD-BKN- Order to Cash Performance Monitoring_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-BKK - Sales Order Fulfillment Monitoring_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-BKJ- Sales Order Processing with Customer Downpayment_V1.0_11302022.docx,['SDD']
Project_Orbit-SDD-BKZ-01-Sales Order Processing with Collective Billing _V1.1 12122022.docx,['SDD']
Project_Orbit-SDD-BKA-Free Goods Processing_V1.1_12092022.docx,['SDD']
Project_Orbit-SDD-BKZ-02-Invoice List _V1.1 12122022.docx,['SDD']
Project_Orbit-SDD-I9I-02-Quantity Contract_V1.0_11292022.docx,['SDD']
Project_Orbit-SDD-ZS2-Basic Functions-V.0 11292022.docx,['SDD']
Project_Orbit-SDD-ZS1-Enterprise Structure_V1.1 12062022.docx,['SDD']
Project_Orbit-SDD-1B6 - Sales Rebate Processing_V1.0 12012022.docx,['SDD']
Project_Orbit-SDD-1F1-01 - Debit Memo Processing with Various Order Reasons_V1.0 11292022.docx,['SDD']
Project_Orbit-SDD-1I9-Master Data Catalog for SAP S4 HANA_V1.0 11292022.docx,['SDD']
Project_Orbit-SDD-1EZ-01 -Credit Memo Processing with approval process_V1.0 11292022.docx,['SDD']
Project_Orbit-SDD-1BS - SAP Fiori Analytical Apps for Sales_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-1IU-Customer Consignment_V1.0 11282022.docx,['SDD']
Project_Orbit-SDD-1MX-01-Intercompany Sales Order Processing_V1.2_12142022.docx,['SDD']
Project_Orbit-SDD-1O0 - Planning Apps for Sales_V1.0 11302022.docx,['SDD']
Project_Orbit-SDD-2TT - Sales Commissions - External Sales Representative_V1.0 12012022.docx,['SDD']
